stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
36.119605,0,HILSTOSF,-86.808852,,,,,HILLSBORO PIKE & STOKES LN SB,0,HILSTOSF,
36.018361,0,MURREBWF,-86.568116,,,,,MURFREESBORO PIKE & REBECCA WAY WB,0,MURREBWF,
36.165924,0,ALB21AWN,-86.808661,,,,ALBION & 21 ST AVE N,ALBION ST & 21ST AVE N WB,0,ALB21AWN,
36.060282,0,EDMELLSN,-86.741088,,,,,EDMONDSON PK & ELLINGTON CIRCLE SB,0,EDMELLSN,
36.169844,0,LEBGRAEN,-86.674593,,,,LEBANON PK & GRAYLYNN DR,LEBANON PIKE & GRAYLYNN DR EB,0,LEBGRAEN,
36.138647,0,31ANATEN,-86.810871,,,,,31ST AVE & NATCHEZ TRC EB,0,31ANATEN,
36.1956,0,BRKFERNN,-86.776631,,,,,BRICK CHURCH PIKE & FERN AVE NB,0,BRKFERNN,
36.180096,0,BUCDBTWN,-86.810953,,,,BUCHANAN ST & DR D B TODD JR BV,BUCHANAN ST & DR D B TODD JR BLVD WB,0,BUCDBTWN,
36.145515,0,NXOCHSNT,-86.767122,,,,4TH AVE & CHESTNUT,CHESTNUT STATION OUTBOUND,0,NXOCHSNT,
36.184901,0,PORTILNN,-86.731414,,,,,PORTER RD & TILLMAN LN NB,0,PORTILNN,
36.150284,0,BROLYLEN,-86.797249,,,,BROADWAY & 20 AVE,BROADWAY AVE & LYLE AVE EB,0,BROLYLEN,
36.13431,0,WESBOWEN,-86.825638,,,,,WEST END AVE & BOWLING AVE EB,0,WESBOWEN,
36.188475,0,PRECARNF,-86.717767,,,,,PRESTON DR & CARTER AVE NB,0,PRECARNF,
36.187966,0,DICCLESN,-86.773355,,,,,N DICKERSON PIKE & CLEVELAND ST SB,0,DICCLESN,
36.155924,0,18ASTANN,-86.798061,,,,286 18TH AVE & STATE ST,18TH AVE & STATE ST NB,0,18ASTANN,
36.16642,0,3AVDEASN,-86.779158,,,,,3RD AVE N & DEADERICK ST SB,0,3AVDEASN,
36.071087,0,NOLCOTSN,-86.72347,,,,NOLENSVILLE PK & BASS AV,NOLENSVILLE PIKE & COTTON LN SB,0,NOLCOTSN,
36.195962,0,CLIBUENM,-86.826163,,,,,CLIFF DR & BUENA VISTA PIKE NB,0,CLIBUENM,
36.197056,0,CLIBUENN,-86.82804,,,,CLIFF DR & BUENA VISTA PK,CLIFF DR & BUENA VISTA PIKE NB,0,CLIBUENN,
36.138703,0,CHLDWY,-86.800633,,,,STATE HWY 106 & 21ST AVE S,CHILDRENS WAY,0,CHLDWY,
36.177183,0,14SWOOSN,-86.745825,,,,,N 14TH ST & WOODLAND ST SB,0,14SWOOSN,
36.217802,0,GALNORNN,-86.728315,,,,,GALLATIN PIKE & NORVEL AVE NB,0,GALNORNN,
36.272217,0,ANDMCAWN,-86.690576,,,,,ANDERSON LN & MCARTHUR DR WB,0,ANDMCAWN,
36.164125,0,CHA9AWN,-86.786101,,,,CHARLOTTE AV & 9TH AV N,CHARLOTTE AVE & 9TH AVE N WB,0,CHA9AWN,
36.132243,0,WHIBROSN,-86.857816,,,,WHITE BRIDGE RD & STATE HWY 155,WHITE BRIDGE PIKE & BROOKWOOD PL SB,0,WHIBROSN,
36.244851,0,CHEWOOSN,-86.767773,,,,CHESAPEAKE DR & WOOD TRAIL,CHESAPEAKE DR & WOOD TRL SB,0,CHEWOOSN,
36.127657,0,21AWLISN,-86.803557,,,,21ST AV S & W LINDEN AV,21ST AVE S & W LINDEN AVE SB,0,21AWLISN,
36.208608,0,MCGFEREN,-86.715179,,,,,MCGAVOCK PIKE & FERNWOOD DR EB,0,MCGFEREN,
36.240342,0,DOVMOOEF,-86.772854,,,,,DOVERSIDE DR & MOORWOOD DR EB,0,DOVMOOEF,
36.210208,0,JONWOOSN,-86.757012,,,,JONES & WOODY HILL,JONES AVE & WOODYHILL DR SB,0,JONWOOSN,
36.153775,0,22APATNN,-86.805235,,,,22ND AV N & PATTERSON ST,22ND AVE N & PATTERSON ST NB,0,22APATNN,
36.110166,0,BELGRANN,-86.800352,,,,BELMONT BV & GRAYBAR LN,BELMONT BLVD & GRAYBAR LN NB,0,BELGRANN,
36.20709,0,WHIWTRSF,-86.791715,,,,,WHITES CREEK PIKE & W TRINITY LN SB,0,WHIWTRSF,
36.279607,0,HLHS,-86.754053,,,,HUNTERS LN & YOEST DR,HUNTER'S LANE HIGH SCHOOL,0,HLHS,
36.15063,0,CHAORLEF,-86.855658,,,,,CHARLOTTE AVE & ORLANDO AVE EB,0,CHAORLEF,
36.16748,0,21AMEHNM,-86.809233,,,,,21 ST AVE N & MEHARRY BLVD NB,0,21AMEHNM,
36.225337,0,BUEBUESM,-86.8226,,,,BUENA VISTA DRIVE & BUENAVIEW BV,BUENA VISTA PIKE & KINGS LN SB,0,BUEBUESM,
36.057323,0,BARDAREN,-86.694515,,,,,BART DR & DARLENE DR EB,0,BARDAREN,
36.182851,0,16SEASNN,-86.740997,,,,,N 16TH ST & EASTLAND AVE NB,0,16SEASNN,
36.065119,0,NOLNORSM,-86.71749,,,,,NOLENSVILLE PIKE & NORTHCREST DR SB,0,NOLNORSM,
36.142676,0,21AMEDNN,-86.79995,,,,21ST AV S & GARLAND AV,21ST AVE S & MEDICAL CENTER DR NB,0,21AMEDNN,
36.122391,0,MURVULEM,-86.705848,,,,MURFREESBORO & KERMIT DR,MURFREESBORO PIKE & VULTEE BLVD EB,0,MURVULEM,
36.210434,0,ANDALBNN,-86.600197,,,,,ANDREW JACKSON PKWY & ALBANY DR NB,0,ANDALBNN,
36.192341,0,CLACLISN,-86.829181,,,,CLARKSVILLE PK & CLIFF DR,CLARKSVILLE PIKE & CLIFF DR SB,0,CLACLISN,
36.244027,0,DOVDICWF,-86.756751,,,,,DOVERSIDE DR & DICKERSON PIKE WB,0,DOVDICWF,
36.126855,0,10AWALSN,-86.786279,,,,10TH AV S & WALDKIRCH AV,10TH AVE S & WALDKIRCH AVE SB,0,10AWALSN,
36.23493,0,CREOAKSN,-86.766578,,,,,CREEKWOOD DR & OAKVIEW DR SB,0,CREOAKSN,
36.230582,0,EWIRI_WN,-86.765423,,,,,EWING DR & RICH ACRES DR WB,0,EWIRI_WN,
36.234315,0,CREOAKSM,-86.767589,,,,CREEKWOOD DR & PARK CREEK DR,CREEKWOOD DR & OAKVIEW DR SB,0,CREOAKSM,
36.154039,0,CXO2831,-86.818055,,,,CHARLOTTE AV & 28TH AV N,28TH/31ST AVE CONNECTOR STATION OUTBOUND,0,CXO2831,
36.183703,0,23ACLASF,-86.814276,,,,,23RD AVE N & CLARKSVILLE PIKE SB,0,23ACLASF,
36.145528,0,ELMELMEF,-86.706175,,,,,ELM HILL PIKE & ELM TREE DR EB,0,ELMELMEF,
36.045254,0,BELOLDEF,-86.701383,,,,,BELL RD & OLD HICKORY BLVD EB,0,BELOLDEF,
36.157392,0,HERPEAWN,-86.770331,,,,HERMITAGE AV & LEA AV,HERMITAGE AVE & PEABODY ST WB,0,HERPEAWN,
36.179264,0,SNECROEN,-86.840988,,,,SNELL BV & CROWE DR,SNELL BLVD & CROWE DR EB,0,SNECROEN,
36.149489,0,21WE,-86.800523,,,,,21ST AVE PAST WEST END AVE SB,0,21WE,
36.156777,0,8ADEMNN,-86.78067,,,,,8TH AVE S & DEMONBREUN ST NB,0,8ADEMNN,
36.269315,0,MYAROONN,-86.68976,,,,,MYATT DR & ROOSEVELT AVE NB,0,MYAROONN,
36.17301,0,FAT18SEN,-86.73886,,,,,FATHERLAND ST & S 18TH ST EB,0,FAT18SEN,
36.169933,0,LEBGRAWN,-86.674357,,,,,LEBANON PIKE & GRAYLNN DR WB,0,LEBGRAWN,
36.230333,0,EWIRICWN,-86.773619,,,,,EWING DR & RICHMOND HILL DR WB,0,EWIRICWN,
36.149248,0,WESLOUEN,-86.803507,,,,,WEST END AVE & LOUISE AVE EB,0,WESLOUEN,
36.23207,0,MAPLEHS,-86.750906,,,,WALTON LN & BROADMOOR DR,MAPLEWOOD HIGH SCHOOL,0,MAPLEHS,
36.271823,0,OLDMAREN,-86.761627,,,,,OLD HICKORY BLVD & MARYDALE DR EB,0,OLDMAREN,
36.158473,0,CHUGEOWN,-86.790565,,,,CHURCH ST & GEORGE L DAVIS BV,CHURCH ST & GEORGE L DAVIS BLVD WB,0,CHUGEOWN,
36.276249,0,DICNESNN,-86.751707,,,,,DICKERSON PIKE & NESBITT DR NB,0,DICNESNN,
36.154739,0,22AMURNN,-86.805919,,,,22ND AV N & PATTERSON ST,22ND AVE N & MURPHY AVE,0,22AMURNN,
36.072571,0,OLDHIKEN,-86.926732,,,,OLD HARDING PK & HICKS RD,OLD HARDING PIKE & HICKS RD EB,0,OLDHIKEN,
36.29335,0,GALALLSN,-86.702337,,,,,N GALLATIN PK & ALTA LOMA RD SB,0,GALALLSN,
36.171413,0,SHE10SWN,-86.751834,,,,,SHELBY AVE & S 10TH ST WB,0,SHE10SWN,
36.101755,0,NXOANTCH,-86.740595,,,,NOLENSVILLE PK & ANTIOCH PK,ANTIOCH STATION OUTBOUND,0,NXOANTCH,
36.117896,0,HILGOLSF,-86.81009,,,,HILLSBORO PK & GOLF CLUB LN,HILLSBORO PIKE & GOLF CLUB LN SB,0,HILGOLSF,
36.110416,0,WOOGENEN,-86.783779,,,,WOODMONT BLVD & UNNAMED STREET,WOODMONT BLVD & GEN BATE DR EB,0,WOOGENEN,
36.065668,0,EDMBRESF,-86.738441,,,,EDMONDSON PIKE & OLD HICKORY BLVD,EDMONDSON PK & BREWER DR SB,0,EDMBRESF,
36.110693,0,WOOGENEM,-86.785774,,,,WOODMONT BV & GENERAL BATE DR,WOODMONT BLVD & GENERAL BATE DR EB,0,WOOGENEM,
36.045466,0,OLDEULWN,-86.703281,,,,,OLD HICKORY BLVD & EULALA DR WB,0,OLDEULWN,
36.229304,0,BRODICEF,-86.758968,,,,,BROADMOOR DR & DICKERSON PIKE EB,0,BRODICEF,
36.130444,0,8APRENN,-86.778409,,,,US HWY 31 & 8TH AVE S,8TH AVE S & PRENTICE AVE NB,0,8APRENN,
36.139775,0,17AHORSM,-86.795251,,,,17TH AV S & HORTON AV,17TH AVE S & HORTON AVE SB,0,17AHORSM,
36.244252,0,CHETRANF,-86.767609,,,,,CHESAPEAKE DR & TRAILWAY CIR NB,0,CHETRANF,
36.07929,0,PICPICSM,-86.664135,,,,,PICCADILLY ROW & PICCADILLY SAC SB,0,PICPICSM,
36.050198,0,MXIMTVIE,-86.648198,,,,,MOUNT VIEW STATION INBOUND,0,MXIMTVIE,
36.188038,0,SHA16SWM,-86.739715,,,,,SHARPE AVE & N 16TH ST WB,0,SHA16SWM,
36.069958,0,EDMDURSF,-86.73523,,,,EDMONDSON PIKE & DERBY TRCE,EDMONDSON PK & DURRETT DR SB,0,EDMDURSF,
36.22909,0,GALBRONN,-86.724958,,,,,S GALLATIN PIKE & BROADMOOR DR NB,0,GALBRONN,
36.197807,0,GALFAISF,-86.741707,,,,GALLATIN PK & FAIRWIN AV,GALLATIN PIKE & FAIRWIN AVE SB,0,GALFAISF,
36.045511,0,OLDNOLEF,-86.711339,,,,OLD HICKORY BV & NOLENSVILLE PK,OLD HICKORY BLVD & NOLENSVILLE PIKE,0,OLDNOLEF,
36.230288,0,EWIRICEN,-86.773922,,,,,EWING DR & RICHMOND HILL DR EB,0,EWIRICEN,
36.16173,0,BRO2AEN,-86.775429,,,,BROADWAY & 2 AVE,BROADWAY AVE & 2ND AVE S EB,0,BRO2AEN,
36.230466,0,EWIRICEF,-86.765423,,,,,EWING DR & RICH ACRES DR EB,0,EWIRICEF,
36.231059,0,EWIEWIWN,-86.7766,,,,EWING DR & EWING LANE,EWING DR & EWING LN WB,0,EWIEWIWN,
36.113836,0,MCNSUTS,-86.780158,,,,MCNALRY LN & SUTTON HILL RD,MCNAIRY LN & SUTTON HILL RD SB,0,MCNSUTS,
36.182158,0,GALMAXNF,-86.748978,,,,,GALLATIN PIKE & MAXWELL AVE NB,0,GALMAXNF,
36.162113,0,HER24AEN,-86.812001,,,,HERMAN ST & 24TH AV N,HERMAN ST & 24TH AVE N EB,0,HER24AEN,
36.229358,0,BRODICWN,-86.758945,,,,,BROADMOOR DR & DICKERSON PIKE WB,0,BRODICWN,
36.306112,0,CONRIVSN,-86.694097,,,,CONFERENCE DR & UNKNOWN,CONFERENCE DR & RIVERGATE MALL SB,0,CONRIVSN,
36.180608,0,ROSGARSN,-86.79648,,,,STATE HWY 12 & 8TH AVE N,ROSA PARKS BLVD & GARFIELD ST SB,0,ROSGARSN,
36.168027,0,JAMGAYWF,-86.777868,,,,,JAMES ROBERTSON PKWY & GAY ST WB,0,JAMGAYWF,
36.113505,0,MCNSUTN,-86.78008,,,,,MCNAIRY LN & SUTTON HILL RD NB,0,MCNSUTN,
36.045698,0,OLDNOLWN,-86.710477,,,,OLD HICKORY BV & NOLENSVILLE PK,OLD HICKORY BLVD & NOLENSVILLE PIKE,0,OLDNOLWN,
36.098467,0,MURHARWN,-86.658987,,,,MURFREESBORO & SMITH SPRINGS,MURFREESBORO PIKE & HARDING PL WB,0,MURHARWN,
36.12112,0,HARBELNM,-86.852883,,,,HARDING PK & GARDNER DR,HARDING PIKE & BELLE MEADE BLVD NB,0,HARBELNM,
36.151738,0,ELMROYWN,-86.676829,,,,ELM HILL PK & ROYAL PW,ELM HILL PIKE & ROYAL PKWY WB,0,ELMROYWN,
36.228219,0,BUEBUEEM,-86.823837,,,,BUENAVIEW BV & BUENA VISTA PK,BUENAVIEW BLVD & BUENA VISTA PIKE E,0,BUEBUEEM,
36.159875,0,DEM2AEN,-86.77392,,,,DEMONBREUN ST & 2ND AVE S,DEMONBREUN ST & 2ND AVE EB,0,DEM2AEN,
36.207966,0,LEBHIGSN,-86.611594,,,,,LEBANON PIKE & HIGHLAND VIEW DR SB,0,LEBHIGSN,
36.145221,0,BELLAKSF,-86.626308,,,,,BELL RD & LAKERIDGE PASS SB,0,BELLAKSF,
36.199178,0,BAPLOCNM,-86.78474,,,,BAPTIST WORLD DR & SEMINARY ST,BAPTIST WORLD CENTER DR & LOCK RD NB,0,BAPLOCNM,
36.226044,0,DICHILSF,-86.760219,,,,,DICKERSON PIKE & HILLHURST DR SB,0,DICHILSF,
36.075786,0,DAICOUWN,-86.602485,,,,DAISY TL & COUNTRY WAY RD,DAISY TRL & COUNTRY WAY RD WB,0,DAICOUWN,
36.10453,0,RICHISEM,-86.812308,,,,RICHARD JONES & HILLSBORO PK,RICHARD JONES RD & HILLSBORO PIKE E,0,RICHISEM,
36.189409,0,COUHYDNN,-86.83773,,,,,COUNTY HOSPITAL RD & HYDES FERRY RD NB,0,COUHYDNN,
36.27085,0,GALROONN,-86.710297,,,,,N GALLATIN PIKE & ROOSEVELT AVE NB,0,GALROONN,
36.279747,0,GXOEDGEF,-86.708554,,,,,EDGEMEADE STATION OUTBOUND,0,GXOEDGEF,
36.218183,0,GREADDEN,-86.714996,,,,,GREENLAND AVE & ADDINE ST EB,0,GREADDEN,
36.185908,0,25ACLASN,-86.817295,,,,,25TH AVE & CLARKSVILLE PIKE SB,0,25ACLASN,
36.213487,0,ANDTRENN,-86.597721,,,,,ANDREW JACKSON PKWY & TRENTON DR NB,0,ANDTRENN,
36.161714,0,JOJHENEN,-86.799034,,,,JO JOHNSTON AVE & HENRY HALE BLVD,JO JOHNSTON AVE & HENRY HALE PL EB,0,JOJHENEN,
36.134135,0,21AFAINN,-86.801021,,,,US HWY 431 & 21ST AVE S,21ST AVE S & FAIRFAX AVE NB,0,21AFAINN,
36.235583,0,MOOWILSF,-86.775112,,,,,MOOREWOOD DR & WILMOTH RD SB,0,MOOWILSF,
36.082619,0,PICORCEN,-86.652573,,,,PICCADILLY ROW & ORCHARD MOUNTAIN CT,PICADILLY ROW & ORCHARD MOUNTAIN CT EB,0,PICORCEN,
36.107656,0,GRAGRANN,-86.794002,,,,GRANNY WHITE PIKE & GRANDVIEW DR,GRANNYWHITE PIKE & GRANDVIEW DR NB,0,GRAGRANN,
36.181111,0,14SCALNN,-86.745172,,,,,N 14TH ST & CALVIN AVE NB,0,14SCALNN,
36.130718,0,WESLAUWN,-86.836735,,,,,WEST END AVE & LAUDERDALE RD WB,0,WESLAUWN,
36.20705,0,HIGJUNEN,-86.606659,,,,,HIGHLAND VIEW DR & JUNEAU DR EB,0,HIGJUNEN,
36.153717,0,11ALAUNN,-86.784006,,,,252 11TH AVE & LAUREL ST,11TH AVE & LAUREL ST NB,0,11ALAUNN,
36.158385,0,LEBWILWN,-86.705769,,,,LEBANON PIKE & WILOWEN DR,LEBANON PIKE & WILLOWEN DR WB,0,LEBWILWN,
36.173849,0,3AJACNN,-86.783914,,,,3RD AV N & JACKSON ST,3RD AVE N & JACKSON ST NB,0,3AJACNN,
36.231352,0,GALSOLSN,-86.725061,,,,GALLATIN & HAYSBORO,GALLATIN PIKE & SOLLEY DR SB,0,GALSOLSN,
36.164179,0,3AVCHUNN,-86.777576,,,,3RD AV N & CHURCH ST,3RD AVE N & CHURCH ST NB,0,3AVCHUNN,
36.151873,0,ZCHAFAIN,-86.761954,,,,CHARLES E DAVIS BV & FAIN ST,CHARLES DAVID BLVD & FAIN ST NB,0,ZCHAFAIN,
36.195308,0,PORRIVEN,-86.723809,,,,PORTER RD & PORTER AV,PORTER RD & RIVERSIDE DR EB,0,PORRIVEN,
36.168906,0,LEBMUNSN,-86.656096,,,,LEBANON PK & MUNN RD,LEBANON PIKE & MUNN RD SB,0,LEBMUNSN,
36.18946,0,GALSHASN,-86.745942,,,,,GALLATIN AVE & SHARPE AVE SB,0,GALSHASN,
36.20743,0,HIGMCKEN,-86.61035,,,,,HIGHLAND VIEW DR & MCKENDREE DR EB,0,HIGMCKEN,
36.152105,0,CHA49AWN,-86.845896,,,,CHARLOTTE & 49 AVE,CHARLOTTE AVE & 49TH AVE N WB,0,CHA49AWN,
36.133262,0,CHAOLDSF,-86.891825,,,,US HWY 70 & CHARLOTTE PIKE,CHARLOTTE PIKE & OLD CHARLOTTE PIKE,0,CHAOLDSF,
36.300265,0,GALSHEEM,-86.695632,,,,N GALLATIN PK & SHEPHERD HILLS DR,GALLATIN PIKE & SHEPARD HILLS,0,GALSHEEM,
36.124345,0,BELPLENN,-86.630239,,,,BELL RD & WOODLAND POINT DR,BELL RD & PLEASANT HILL RD NB,0,BELPLENN,
36.124624,0,BRAROSNN,-86.765827,,,,,BRANSFORD AVE & ROSEDALE AVE NB,0,BRAROSNN,
36.11955,0,BELFERNN,-86.795573,,,,BELMONT BV & FERGUSON AV,BELMONT BLVD & FERGUSON AVE NB,0,BELFERNN,
36.193698,0,CLASHASN,-86.831449,,,,CLARKSVILLE PK & BUENA VISTA PK,CLARKSVILLE PIKE & S HAMILTON RD SB,0,CLASHASN,
36.205205,0,GALTHOSN,-86.737594,,,,,GALLATIN PIKE & THOMAS AVE SB,0,GALTHOSN,
36.16854,0,7AVHARNN,-86.786736,,,,708 7TH AVE,7TH & HARRSION NB,0,7AVHARNN,
36.193064,0,CLASHASF,-86.830338,,,,CLARKSVILLE PK & BUENA VISTA PK,CLARKSVILLE PIKE & S HAMILTON RD SB,0,CLASHASF,
36.196805,0,MERMARSN,-86.767137,,,,,MERIDIAN ST & MARIE ST SB,0,MERMARSN,
36.249225,0,OLDOVENN,-86.643417,,,,,DUPONT-HADLEY MIDDLE SCHOOL,0,OLDOVENN,
36.197263,0,SCOJEASN,-86.732298,,,,,SCOTT AVE & JEANS CT SB,0,SCOJEASN,
36.150263,0,ELMAIREN,-86.698039,,,,,ELM HILL PIKE & AIR LANE DR EB,0,ELMAIREN,
36.048635,0,EDMBRNNF,-86.743546,,,,,EDMONDSON PK & BRENTWOOD PL NB,0,EDMBRNNF,
36.225429,0,DICBENNF,-86.760305,,,,DICKERSON PK & BEN ALLEN RD,DICKERSON PIKE & BEN ALLEN RD NB,0,DICBENNF,
36.161447,0,6AVCOMSN,-86.780728,,,,6TH AV N & COMMERCE ST,6TH AVE N & COMMERCE ST SB,0,6AVCOMSN,
36.264042,0,HADDONNN,-86.647725,,,,,HADLEY AVE & DONELSON AVE NB,0,HADDONNN,
36.21553,0,ADRKENEN,-86.719966,,,,,ADREE AVE & KENNEDY AVE EB,0,ADRKENEN,
36.073913,0,UNAPEBNN,-86.663376,,,,UNA ANTIOCH PK & PEBBLE CREEK CR,UNA ANTIOCH PIKE & PEBBLE CREEK CR,0,UNAPEBNN,
36.132157,0,WHIBRONF,-86.857574,,,,WHITEBRIDGE RD & BROOKWOOD PL,WHITE BRIDGE PIKE & BROOKWOOD PL NB,0,WHIBRONF,
36.181989,0,EASWILWF,-86.728162,,,,EASTLAND AVE & SKYVIEW DR,EASTLAND AVE & WILSONWOOOD PL WB,0,EASWILWF,
36.175313,0,COC16AWN,-86.805329,,,,,COCKRILL ST & 16TH AVE N WB,0,COC16AWN,
36.168667,0,JEFI40WN,-86.81297,,,,JEFFERSON & WILSON VILLAGE,JEFFERSON ST & I-40 WB,0,JEFI40WN,
36.110362,0,MCNWOOS,-86.782143,,,,MCNAIRY LN & WOODMONT BV,MCNAIRY LN & WOODMONT BLVD SB,0,MCNWOOS,
36.256452,0,CHEMANNN,-86.675195,,,,,CHEYENNE BLVD & HIDDEN ACRES APTS NB,0,CHEMANNN,
36.112341,0,HILWOOSM,-86.811187,,,,HILLSBORO PK & WOODMONT BV,HILLSBORO PIKE & WOODMONT BLVD  SB,0,HILWOOSM,
36.147269,0,8ABASNN,-86.778953,,,,8TH AVENUE & BASS,8TH AVE S & BASS ST NB,0,8ABASNN,
36.114169,0,HILWOOSN,-86.811039,,,,,HILLSBORO PIKE & WOODMONT BLVD SB,0,HILWOOSN,
36.207519,0,HIGMCKWN,-86.610238,,,,,HIGHLAND VIEW DR & MCKENDEE CIR WB,0,HIGMCKWN,
36.086677,0,GRASSMEP,-86.752459,,,,,GRASSMERE PARK I EB,0,GRASSMEP,
36.149954,0,20ABRONF,-86.798191,,,,20TH AV S & BROADWAY,20TH AVE S & BROADWAY AVE NB,0,20ABRONF,
36.086124,0,NOLELYNN,-86.729263,,,,NOLENSVILLE PK & ELYSIAN FIELDS RD,ELYSIAN FIELDS STATION INBOUND,0,NOLELYNN,
36.206463,0,JONJONSN,-86.758067,,,,JONES AV & JONE CIR,JONES AVE & JONES CIR SB,0,JONJONSN,
36.111776,0,BELCLANN,-86.800132,,,,BELMONT BV & CLAIRMONT PL,BELMONT BLVD & CLAIRMONT PL NB,0,BELCLANN,
36.080354,0,H70BROEM,-86.901045,,,,,HWY 70 S & BROOKMONT TR EB,0,H70BROEM,
36.134748,0,12AWESNN,-86.788904,,,,12TH AV S & W GROVE AV,12TH AVE S & WEST GROVE AVE NB,0,12AWESNN,
36.133255,0,WEDBRAEN,-86.769002,,,,,WEDGEWOOD AVE & BRANSFORD AVE EB,0,WEDBRAEN,
36.31123,0,CONMISSN,-86.697249,,,,,CONFERENCE DR & MISSION RIDGE DR SB,0,CONMISSN,
36.136823,0,12AWEDSN,-86.78843,,,,12TH AVE S & WADE AVE,12TH AVE S & WEDGEWOOD AVE SB,0,12AWEDSN,
36.104798,0,GRAMORSM,-86.796221,,,,GRANNY WHITE PK & MORROW AV,GRANNY WHITE PIKE & MORROW AVE SB,0,GRAMORSM,
36.144087,0,21EGH,-86.799872,,,,US HWY 431 & STATE HWY 106,21ST & EDGEHILL,0,21EGH,
36.135496,0,12AWEDSF,-86.789043,,,,12TH AV S & W GROVE AV,12TH AVE S & WEDGEWOOD SB,0,12AWEDSF,
36.189811,0,MCFCARSN,-86.754234,,,,,MCFERRIN AVE & CARTER ST SB,0,MCFCARSN,
36.068557,0,RICDREEF,-86.676057,,,,,RICHARDS RD & DREWRY DR EB,0,RICDREEF,
36.204497,0,LEBBELNN,-86.614604,,,,LEBANON PK & BELINDA DR,LEBANON PIKE & BELINDA DR NB,0,LEBBELNN,
36.205603,0,MCGGENEF,-86.722342,,,,,MCGAVOCK PIKE & GENEIVA DR EB,0,MCGGENEF,
36.145763,0,DONROYNN,-86.666486,,,,DONELSON PIKE & SHACKLETT DR,DONELSON PKWY & ROYAL PKWY NB,0,DONROYNN,
36.11213,0,LELNOESF,-86.787232,,,,,LEALAND LN & NOELTON AVE SB,0,LELNOESF,
36.207056,0,MCGGENEM,-86.719041,,,,MCGAVOCK PK & HUFFINE ST,MCGAVOCK PIKE & GENEIVA DR EB,0,MCGGENEM,
36.21252,0,OLDRACSN,-86.623,,,,,THE HERMITAGE SB,0,OLDRACSN,
36.128043,0,WHIPOSSN,-86.852227,,,,WHITE BRIDGE PK & POST RD,WHITE BRIDGE PIKE & POST RD SB,0,WHIPOSSN,
36.079297,0,TIMSHANN,-86.604496,,,,TIMBER TL & SHAKERTOWN CT,TIMBER TRL & SHAKERTOWN RD NB,0,TIMSHANN,
36.07089,0,TODSAWEF,-86.946694,,,,,TODD PREIS DR & SAWYER BROWN RD EB,0,TODSAWEF,
36.175819,0,WOOMCFWN,-86.754419,,,,,WOODLAND ST & MCFERRIN AVE WB,0,WOOMCFWN,
36.158204,0,40ACATNN,-86.834186,,,,40TH AV N & CATHERINE JOHNSON PW,40TH AVE N & CATHERINE JOHNSON PKWY NB,0,40ACATNN,
36.122719,0,BELWILSN,-86.794741,,,,BELMONT BV & WILDWOOD AV,BELMONT BLVD & WILDWOOD AVE SB,0,BELWILSN,
36.200384,0,SCOMONF,-86.732918,,,,,SCOTT AVE & MONETTA AVE NB,0,SCOMONF,
36.244635,0,DWMRT,-86.760445,,,,,DICKERSON RD WAL MART,0,DWMRT,
36.24969,0,GRYDWTS,-86.734716,,,,,GREYCROFT AVE & DUE WEST AVE SB,0,GRYDWTS,
36.180613,0,23RBUCSN,-86.814645,,,,,23RD AVE & BUCHANAN ST SB,0,23RBUCSN,
36.122488,0,10AHALSN,-86.786537,,,,10TH AV S & HALCYON AV,10TH AVE S & HALCYON AVE SB,0,10AHALSN,
36.207788,0,MCGSTREN,-86.717133,,,,MCGAVOCK PK & STRATFORD AV,MCGAVOCK PIKE & STRATFORD EB,0,MCGSTREN,
36.200564,0,DICGATNF,-86.769751,,,,DICKERSON PK & GATEWOOD AV,DICKERSON PIKE & GATEWOOD AVE NB,0,DICGATNF,
36.179242,0,3AVTAYNN,-86.787358,,,,3RD AV N & TAYLOR ST,3RD AVE N & TAYLOR ST NB,0,3AVTAYNN,
36.215813,0,MCGPENNN,-86.68894,,,,MCGAVOCK PIKE & PENNINGTON BEND RD,MCGAVOCK PIKE & PENNINGTON RD NB,0,MCGPENNN,
36.06826,0,RICRICEN,-86.671995,,,,,RICHARDS RD & RICHARDS CT EB,0,RICRICEN,
36.197061,0,LEBOLDSF,-86.621058,,,,,LEBANON PIKE & OLD HICKORY BLVD SB,0,LEBOLDSF,
36.047277,0,BELHHOEN,-86.656155,,,,BELL RD & HICKORY HOLLOW PW,BELL RD & HICKORY HOLLOW PKWY EB,0,BELHHOEN,
36.140803,0,MURTRAWN,-86.738128,,,,MURFREESBORO PK & MENZLER RD,MURFREESBORO PIKE & TRANSIT AVE WB,0,MURTRAWN,
36.096467,0,H70VOSWN,-86.877528,,,,STATE HWY 1 & MEMPHIS BRISTOL HWY,HIGHWAY 70 S & VOSSLAND DR WB,0,H70VOSWN,
36.053735,0,NOLBRESN,-86.715196,,,,US HWY 31 ALT & US HWY 41 ALT,NOLENSVILLE  PK & BREWER DR,0,NOLBRESN,
36.079693,0,HARWAUEM,-86.748462,,,,HARDING PL & HUMBER DR,HARDING PL & WAUFORD DR EB,0,HARWAUEM,
36.20624,0,LEBMONSN,-86.613246,,,,,LEBANON PIKE & MONACO DR SB,0,LEBMONSN,
